Entry,Index,NAME,ano(ANO1)
search2|YOPBUD|1645,1646,YOPBUD,30.0
search2|YOPMAT|1646,1647,YOPMAT,29.0
search2|YOPMAT|1647,1648,YOPMAT,29.0
search2|YOPSAA|1648,1649,YOPSAA,30.0
search2|YUMBIT|1649,1650,YUMBIT,29.0
search2|YUMBIT|1650,1651,YUMBIT,29.0
search2|YUMBOZ|1651,1652,YUMBOZ,29.0
search2|YUMBOZ|1652,1653,YUMBOZ,29.0
search2|YUMBUF|1653,1654,YUMBUF,29.0
search2|YUMBUF|1654,1655,YUMBUF,29.0
search2|YUMBUF|1655,1656,YUMBUF,29.0
search2|YUMBUF|1656,1657,YUMBUF,29.0
search2|YUMCAM|1657,1658,YUMCAM,29.0
search2|YUMCAM|1658,1659,YUMCAM,29.0
search2|YUMCAM|1659,1660,YUMCAM,29.0
search2|YUMCIU|1660,1661,YUMCIU,29.0
search2|YUMCIU|1661,1662,YUMCIU,29.0
search2|YUMPUT|1662,1663,YUMPUT,29.0
search2|YUMQAA|1663,1664,YUMQAA,29.0
search2|YUMQAA|1664,1665,YUMQAA,29.0
search2|ZEBYEN|1665,1666,ZEBYEN,30.0
search2|ZEBYEN|1666,1667,ZEBYEN,30.0
search2|ZEBYEN|1667,1668,ZEBYEN,30.0
search2|ZEBYEN|1668,1669,ZEBYEN,30.0
search2|ZERDEF|1669,1670,ZERDEF,29.0
search2|ZERDEF|1670,1671,ZERDEF,30.0
search2|ZETWOK|1671,1672,ZETWOK,25.0
search2|ZETWOK|1672,1673,ZETWOK,25.0
search2|ZETWOK|1673,1674,ZETWOK,25.0
search2|ZETWOK|1674,1675,ZETWOK,25.0
search2|ZEZCAI|1675,1676,ZEZCAI,29.0
search2|ZEZCEM|1676,1677,ZEZCEM,29.0
search2|ZEZYIO|1677,1678,ZEZYIO,66.0
search2|ZEZYIO|1678,1679,ZEZYIO,66.0
search2|ZICZAO|1679,1680,ZICZAO,29.0
search2|ZICZAO|1680,1681,ZICZAO,29.0
search2|ZIDVAJ|1681,1682,ZIDVAJ,29.0
search2|ZIFJUT|1682,1683,ZIFJUT,25.0
search2|ZIGQIP|1683,1684,ZIGQIP,28.0
search2|ZIJFON|1684,1685,ZIJFON,47.0
search2|ZIJFON|1685,1686,ZIJFON,47.0
search2|ZIXYAI|1686,1687,ZIXYAI,25.0
search2|ZIXYAI|1687,1688,ZIXYAI,26.0
search2|ZIZNON|1688,1689,ZIZNON,28.0
search2|ZODKEI|1689,1690,ZODKEI,30.0
search2|ZODKIM|1690,1691,ZODKIM,30.0
search2|ZODKIM|1691,1692,ZODKIM,30.0
search2|ZOJFEJ|1692,1693,ZOJFEJ,28.0
search2|ZOJFEJ|1693,1694,ZOJFEJ,29.0
search2|ZONVIH|1694,1695,ZONVIH,26.0
search2|ZONVIH|1695,1696,ZONVIH,26.0
search2|ZULBIR|1696,1697,ZULBIR,28.0
search2|ZULBOX|1697,1698,ZULBOX,28.0
